,Unnamed: 0,car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_pred,timestamp,y_true
16286,16286,20.0,111436.0,19795.0,1.0,4.0,gas,manual,1427.0,2017-02-23 00:00:09.600,1430.0
16287,16287,12.0,54896.0,45735.0,2.0,4.0,gas,manual,6950.0,2017-02-23 00:00:43.200,6423.0
16288,16288,11.0,150131.0,44776.0,1.0,4.0,diesel,automatic,3757.0,2017-02-23 00:01:16.800,5558.0
16289,16289,17.0,52886.0,41407.0,2.0,4.0,electric,manual,5329.0,2017-02-23 00:01:50.400,4260.0
16290,16290,7.0,107836.0,29415.0,5.0,5.0,diesel,manual,1615.0,2017-02-23 00:02:24.000,1051.0
16291,16291,9.0,81680.0,22446.0,1.0,5.0,diesel,manual,3908.0,2017-02-23 00:02:57.600,4474.0
16292,16292,8.0,58360.0,28826.0,1.0,2.0,gas,manual,8234.0,2017-02-23 00:03:31.200,10093.0
16293,16293,4.0,5945.0,36605.0,2.0,4.0,gas,manual,14968.0,2017-02-23 00:04:04.800,17275.0
16294,16294,15.0,68218.0,37090.0,4.0,4.0,gas,manual,2721.0,2017-02-23 00:04:38.400,3755.0
16295,16295,2.0,62210.0,31973.0,3.0,5.0,gas,automatic,7247.0,2017-02-23 00:05:12.000,6189.0
16296,16296,5.0,33928.0,22529.0,1.0,4.0,gas,automatic,8583.0,2017-02-23 00:05:45.600,7344.0
16297,16297,9.0,94785.0,29408.0,1.0,4.0,gas,manual,6330.0,2017-02-23 00:06:19.200,5938.0
16298,16298,13.0,70191.0,24453.0,1.0,4.0,gas,manual,3912.0,2017-02-23 00:06:52.800,4035.0
16299,16299,5.0,121244.0,31064.0,2.0,4.0,diesel,manual,4823.0,2017-02-23 00:07:26.400,6168.0
16300,16300,11.0,125376.0,27411.0,2.0,4.0,gas,automatic,2510.0,2017-02-23 00:08:00.000,2132.0
16301,16301,10.0,32059.0,26913.0,1.0,4.0,diesel,automatic,5980.0,2017-02-23 00:08:33.600,6541.0
