,Unnamed: 0,car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_pred,timestamp,y_true
8572,8572,12.0,56304.0,36511.0,3.0,5.0,gas,manual,3908.0,2017-02-20 00:00:19.200,4189.0
8573,8573,11.0,14376.0,22196.0,1.0,3.0,gas,automatic,6249.0,2017-02-20 00:00:52.800,5513.0
8574,8574,8.0,144278.0,32291.0,1.0,4.0,gas,manual,5425.0,2017-02-20 00:01:26.400,4863.0
8575,8575,13.0,141064.0,19807.0,5.0,5.0,diesel,manual,554.0,2017-02-20 00:02:00.000,397.0
8576,8576,10.0,66144.0,22112.0,5.0,2.0,electric,automatic,2297.0,2017-02-20 00:02:33.600,3583.0
8577,8577,16.0,139909.0,38071.0,1.0,4.0,gas,manual,3269.0,2017-02-20 00:03:07.200,2129.0
8578,8578,19.0,125809.0,30702.0,2.0,4.0,gas,manual,1777.0,2017-02-20 00:03:40.800,1522.0
8579,8579,13.0,147879.0,31207.0,1.0,2.0,gas,automatic,3621.0,2017-02-20 00:04:14.400,3163.0
8580,8580,10.0,84754.0,31983.0,2.0,4.0,diesel,automatic,3268.0,2017-02-20 00:04:48.000,2326.0
8581,8581,14.0,17294.0,25279.0,1.0,3.0,gas,automatic,5046.0,2017-02-20 00:05:21.600,5366.0
8582,8582,2.0,87882.0,30933.0,4.0,4.0,diesel,manual,4394.0,2017-02-20 00:05:55.200,3172.0
8583,8583,1.0,158189.0,39870.0,1.0,5.0,gas,manual,9804.0,2017-02-20 00:06:28.800,10622.0
8584,8584,19.0,98443.0,22413.0,5.0,3.0,diesel,manual,609.0,2017-02-20 00:07:02.400,1143.0
8585,8585,16.0,67421.0,35098.0,1.0,4.0,diesel,manual,3829.0,2017-02-20 00:07:36.000,2950.0
8586,8586,18.0,134336.0,35629.0,1.0,4.0,gas,manual,2683.0,2017-02-20 00:08:09.600,3388.0
8587,8587,11.0,133585.0,26020.0,2.0,3.0,electric,manual,3857.0,2017-02-20 00:08:43.200,4019.0
8588,8588,8.0,65773.0,30731.0,1.0,4.0,diesel,manual,7134.0,2017-02-20 00:09:16.800,7529.0
8589,8589,3.0,173660.0,47435.0,1.0,4.0,gas,manual,10501.0,2017-02-20 00:09:50.400,9135.0
8590,8590,19.0,96426.0,39053.0,1.0,5.0,electric,manual,4105.0,2017-02-20 00:10:24.000,3480.0
8591,8591,13.0,169149.0,43180.0,1.0,4.0,gas,manual,3982.0,2017-02-20 00:10:57.600,3740.0
8592,8592,5.0,159341.0,37743.0,3.0,5.0,gas,automatic,3410.0,2017-02-20 00:11:31.200,3683.0
8593,8593,6.0,148513.0,21712.0,3.0,5.0,diesel,automatic,1676.0,2017-02-20 00:12:04.800,1741.0
8594,8594,3.0,164090.0,38773.0,2.0,4.0,gas,manual,7127.0,2017-02-20 00:12:38.400,8700.0
8595,8595,11.0,155773.0,28236.0,3.0,5.0,diesel,manual,1376.0,2017-02-20 00:13:12.000,1893.0
8596,8596,3.0,156025.0,29403.0,1.0,4.0,diesel,manual,5850.0,2017-02-20 00:13:45.600,5077.0
8597,8597,1.0,123472.0,25646.0,2.0,4.0,diesel,manual,5873.0,2017-02-20 00:14:19.200,4471.0
8598,8598,12.0,163133.0,37451.0,1.0,5.0,gas,manual,3654.0,2017-02-20 00:14:52.800,3938.0
8599,8599,15.0,141595.0,27617.0,2.0,5.0,electric,manual,2386.0,2017-02-20 00:15:26.400,1801.0
8600,8600,4.0,74411.0,22357.0,5.0,5.0,diesel,manual,2427.0,2017-02-20 00:16:00.000,2602.0
8601,8601,13.0,198091.0,36715.0,5.0,5.0,diesel,manual,764.0,2017-02-20 00:16:33.600,1213.0
8602,8602,7.0,50733.0,19207.0,2.0,4.0,gas,manual,4305.0,2017-02-20 00:17:07.200,3843.0
8603,8603,13.0,124815.0,17323.0,3.0,4.0,gas,manual,1111.0,2017-02-20 00:17:40.800,741.0
8604,8604,4.0,155922.0,36604.0,2.0,3.0,diesel,automatic,4820.0,2017-02-20 00:18:14.400,6757.0
8605,8605,13.0,95641.0,24061.0,2.0,3.0,electric,manual,3901.0,2017-02-20 00:18:48.000,3046.0
8606,8606,19.0,9345.0,33755.0,1.0,3.0,gas,automatic,4745.0,2017-02-20 00:19:21.600,6162.0
8607,8607,13.0,51764.0,21328.0,1.0,5.0,gas,automatic,3575.0,2017-02-20 00:19:55.200,2516.0
8608,8608,8.0,64642.0,24554.0,4.0,5.0,diesel,manual,2365.0,2017-02-20 00:20:28.800,1689.0
8609,8609,18.0,155570.0,21125.0,2.0,2.0,gas,automatic,1288.0,2017-02-20 00:21:02.400,1534.0
8610,8610,5.0,56588.0,27587.0,3.0,4.0,gas,manual,5819.0,2017-02-20 00:21:36.000,7772.0
8611,8611,18.0,171345.0,23705.0,3.0,5.0,gas,manual,690.0,2017-02-20 00:22:09.600,617.0
8612,8612,19.0,166916.0,29679.0,2.0,2.0,gas,manual,1902.0,2017-02-20 00:22:43.200,1025.0
8613,8613,8.0,132761.0,31875.0,5.0,4.0,gas,automatic,1849.0,2017-02-20 00:23:16.800,1717.0
8614,8614,16.0,100543.0,36279.0,4.0,5.0,gas,automatic,1418.0,2017-02-20 00:23:50.400,1358.0
