,Unnamed: 0,car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_pred,timestamp,y_true
39429,39429,2.0,30944.0,35728.0,1.0,5.0,electric,manual,19921.0,2017-03-04 00:00:14.400,
39430,39430,1.0,11811.0,18918.0,1.0,2.0,electric,manual,13782.0,2017-03-04 00:00:48.000,
39431,39431,9.0,91963.0,40863.0,3.0,5.0,gas,automatic,4272.0,2017-03-04 00:01:21.600,
39432,39432,11.0,157427.0,40827.0,4.0,5.0,diesel,automatic,943.0,2017-03-04 00:01:55.200,
39433,39433,9.0,51073.0,27689.0,1.0,4.0,electric,manual,8118.0,2017-03-04 00:02:28.800,
39434,39434,17.0,107907.0,28415.0,2.0,3.0,gas,manual,2548.0,2017-03-04 00:03:02.400,
39435,39435,17.0,137896.0,33292.0,4.0,5.0,diesel,manual,763.0,2017-03-04 00:03:36.000,
39436,39436,14.0,76885.0,26303.0,2.0,3.0,gas,manual,3436.0,2017-03-04 00:04:09.600,
39437,39437,20.0,180385.0,30163.0,4.0,5.0,diesel,automatic,228.0,2017-03-04 00:04:43.200,
39438,39438,18.0,157470.0,38595.0,4.0,5.0,diesel,automatic,481.0,2017-03-04 00:05:16.800,
39439,39439,9.0,109747.0,31335.0,3.0,4.0,diesel,manual,2687.0,2017-03-04 00:05:50.400,
39440,39440,9.0,119651.0,38182.0,2.0,5.0,diesel,automatic,3292.0,2017-03-04 00:06:24.000,
39441,39441,15.0,72286.0,33215.0,3.0,4.0,gas,automatic,2638.0,2017-03-04 00:06:57.600,
39442,39442,10.0,84006.0,37484.0,3.0,4.0,gas,automatic,3740.0,2017-03-04 00:07:31.200,
39443,39443,6.0,134474.0,39586.0,3.0,5.0,diesel,automatic,3216.0,2017-03-04 00:08:04.800,
39444,39444,2.0,33008.0,24069.0,1.0,3.0,gas,manual,12730.0,2017-03-04 00:08:38.400,
39445,39445,10.0,94721.0,34045.0,2.0,4.0,gas,manual,4820.0,2017-03-04 00:09:12.000,
39446,39446,1.0,7437.0,19397.0,1.0,2.0,electric,manual,14165.0,2017-03-04 00:09:45.600,
39447,39447,17.0,55489.0,24556.0,3.0,3.0,gas,manual,2012.0,2017-03-04 00:10:19.200,
39448,39448,7.0,110932.0,32971.0,3.0,4.0,diesel,manual,3316.0,2017-03-04 00:10:52.800,
39449,39449,14.0,137559.0,39157.0,4.0,5.0,diesel,automatic,820.0,2017-03-04 00:11:26.400,
39450,39450,17.0,181552.0,47495.0,5.0,5.0,diesel,automatic,430.0,2017-03-04 00:12:00.000,
39451,39451,19.0,167637.0,39906.0,5.0,5.0,diesel,automatic,301.0,2017-03-04 00:12:33.600,
39452,39452,10.0,80148.0,29564.0,3.0,3.0,diesel,manual,3494.0,2017-03-04 00:13:07.200,
39453,39453,20.0,187865.0,36774.0,5.0,5.0,diesel,automatic,218.0,2017-03-04 00:13:40.800,
39454,39454,20.0,181696.0,44717.0,5.0,5.0,diesel,automatic,251.0,2017-03-04 00:14:14.400,
39455,39455,9.0,75441.0,36002.0,1.0,5.0,gas,manual,7596.0,2017-03-04 00:14:48.000,
39456,39456,5.0,61674.0,30909.0,2.0,4.0,gas,manual,8384.0,2017-03-04 00:15:21.600,
39457,39457,11.0,133982.0,36814.0,3.0,5.0,diesel,automatic,1595.0,2017-03-04 00:15:55.200,
39458,39458,10.0,113542.0,30282.0,2.0,4.0,gas,manual,4073.0,2017-03-04 00:16:28.800,
39459,39459,7.0,85332.0,29206.0,3.0,4.0,diesel,manual,3730.0,2017-03-04 00:17:02.400,
39460,39460,12.0,138146.0,31453.0,4.0,4.0,diesel,automatic,980.0,2017-03-04 00:17:36.000,
39461,39461,15.0,105282.0,30365.0,3.0,3.0,gas,manual,2525.0,2017-03-04 00:18:09.600,
39462,39462,3.0,42309.0,34091.0,2.0,4.0,gas,manual,12408.0,2017-03-04 00:18:43.200,
39463,39463,1.0,29198.0,27013.0,1.0,3.0,electric,manual,16291.0,2017-03-04 00:19:16.800,
39464,39464,11.0,94617.0,26323.0,2.0,3.0,gas,manual,3954.0,2017-03-04 00:19:50.400,
39465,39465,20.0,145907.0,29990.0,2.0,5.0,gas,manual,1298.0,2017-03-04 00:20:24.000,
39466,39466,5.0,69149.0,22007.0,1.0,3.0,gas,manual,8126.0,2017-03-04 00:20:57.600,
39467,39467,17.0,150878.0,32228.0,2.0,5.0,gas,manual,1571.0,2017-03-04 00:21:31.200,
39468,39468,16.0,71902.0,32899.0,1.0,4.0,electric,manual,5073.0,2017-03-04 00:22:04.800,
39469,39469,13.0,100227.0,30389.0,2.0,4.0,gas,manual,3257.0,2017-03-04 00:22:38.400,
39470,39470,14.0,162112.0,28035.0,5.0,3.0,diesel,automatic,644.0,2017-03-04 00:23:12.000,
39471,39471,2.0,16342.0,22118.0,1.0,2.0,electric,manual,14607.0,2017-03-04 00:23:45.600,
39472,39472,8.0,92605.0,35903.0,4.0,4.0,gas,manual,3960.0,2017-03-04 00:24:19.200,
39473,39473,11.0,50242.0,29838.0,1.0,4.0,electric,manual,7738.0,2017-03-04 00:24:52.800,
39474,39474,8.0,70284.0,26322.0,3.0,3.0,diesel,manual,3854.0,2017-03-04 00:25:26.400,
39475,39475,6.0,98760.0,34185.0,2.0,5.0,diesel,manual,5233.0,2017-03-04 00:26:00.000,
39476,39476,7.0,31393.0,23547.0,1.0,3.0,electric,manual,8901.0,2017-03-04 00:26:33.600,
39477,39477,16.0,176545.0,43478.0,5.0,5.0,diesel,automatic,482.0,2017-03-04 00:27:07.200,
39478,39478,8.0,82190.0,24026.0,1.0,3.0,diesel,manual,5063.0,2017-03-04 00:27:40.800,
39479,39479,18.0,142232.0,36320.0,4.0,5.0,diesel,automatic,568.0,2017-03-04 00:28:14.400,
39480,39480,4.0,83218.0,29683.0,1.0,4.0,gas,manual,9334.0,2017-03-04 00:28:48.000,
39481,39481,12.0,53578.0,25103.0,2.0,3.0,gas,manual,4413.0,2017-03-04 00:29:21.600,
39482,39482,7.0,110098.0,40432.0,2.0,5.0,gas,automatic,5476.0,2017-03-04 00:29:55.200,
39483,39483,17.0,142533.0,39745.0,3.0,5.0,diesel,automatic,863.0,2017-03-04 00:30:28.800,
39484,39484,8.0,60421.0,23982.0,2.0,3.0,gas,manual,5634.0,2017-03-04 00:31:02.400,
39485,39485,4.0,28227.0,26684.0,1.0,3.0,gas,manual,12856.0,2017-03-04 00:31:36.000,
39486,39486,10.0,71461.0,31093.0,2.0,3.0,gas,manual,5345.0,2017-03-04 00:32:09.600,
39487,39487,3.0,72179.0,25516.0,2.0,3.0,diesel,manual,7820.0,2017-03-04 00:32:43.200,
39488,39488,3.0,41148.0,28138.0,1.0,3.0,gas,manual,12353.0,2017-03-04 00:33:16.800,
39489,39489,5.0,18261.0,22603.0,1.0,2.0,electric,manual,11453.0,2017-03-04 00:33:50.400,
39490,39490,5.0,38555.0,30201.0,1.0,3.0,electric,manual,13280.0,2017-03-04 00:34:24.000,
39491,39491,7.0,102933.0,31678.0,3.0,4.0,gas,manual,4366.0,2017-03-04 00:34:57.600,
39492,39492,9.0,45811.0,24689.0,1.0,3.0,gas,manual,7032.0,2017-03-04 00:35:31.200,
39493,39493,8.0,104855.0,37202.0,4.0,5.0,diesel,automatic,2101.0,2017-03-04 00:36:04.800,
39494,39494,2.0,18369.0,25191.0,1.0,2.0,electric,manual,16528.0,2017-03-04 00:36:38.400,
39495,39495,20.0,168053.0,39683.0,5.0,5.0,diesel,automatic,235.0,2017-03-04 00:37:12.000,
39496,39496,8.0,71752.0,28820.0,1.0,4.0,gas,manual,7044.0,2017-03-04 00:37:45.600,
39497,39497,8.0,77877.0,29370.0,2.0,4.0,gas,manual,5769.0,2017-03-04 00:38:19.200,
39498,39498,9.0,78025.0,26677.0,1.0,4.0,gas,manual,5976.0,2017-03-04 00:38:52.800,
39499,39499,8.0,141212.0,32791.0,3.0,4.0,diesel,automatic,2294.0,2017-03-04 00:39:26.400,
39500,39500,20.0,187072.0,44374.0,5.0,5.0,diesel,automatic,232.0,2017-03-04 00:40:00.000,
39501,39501,20.0,168401.0,38640.0,5.0,5.0,diesel,automatic,246.0,2017-03-04 00:40:33.600,
