,Unnamed: 0,car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_pred,timestamp,y_true
49715,49715,18.0,90380.0,33511.0,3.0,4.0,gas,manual,2033.0,2017-03-08 00:00:24.000,
49716,49716,18.0,170473.0,43194.0,5.0,5.0,diesel,automatic,407.0,2017-03-08 00:00:57.600,
49717,49717,9.0,66176.0,29786.0,1.0,4.0,gas,manual,7103.0,2017-03-08 00:01:31.200,
49718,49718,14.0,143808.0,35130.0,3.0,5.0,diesel,automatic,1133.0,2017-03-08 00:02:04.800,
49719,49719,13.0,46951.0,21999.0,1.0,3.0,electric,manual,5705.0,2017-03-08 00:02:38.400,
49720,49720,4.0,71947.0,33167.0,2.0,4.0,gas,manual,9240.0,2017-03-08 00:03:12.000,
49721,49721,18.0,169944.0,37756.0,4.0,5.0,diesel,automatic,460.0,2017-03-08 00:03:45.600,
49722,49722,9.0,69045.0,30852.0,2.0,3.0,gas,manual,5911.0,2017-03-08 00:04:19.200,
49723,49723,11.0,103603.0,29930.0,2.0,4.0,diesel,manual,2994.0,2017-03-08 00:04:52.800,
49724,49724,3.0,41314.0,25719.0,1.0,3.0,gas,manual,11778.0,2017-03-08 00:05:26.400,
49725,49725,15.0,174810.0,41528.0,5.0,5.0,diesel,automatic,499.0,2017-03-08 00:06:00.000,
49726,49726,20.0,189795.0,42930.0,5.0,5.0,diesel,automatic,240.0,2017-03-08 00:06:33.600,
49727,49727,14.0,97054.0,31489.0,2.0,5.0,diesel,automatic,1758.0,2017-03-08 00:07:07.200,
49728,49728,15.0,100276.0,32440.0,2.0,5.0,gas,manual,2534.0,2017-03-08 00:07:40.800,
49729,49729,9.0,139025.0,38603.0,3.0,5.0,diesel,automatic,2076.0,2017-03-08 00:08:14.400,
49730,49730,7.0,46133.0,31473.0,1.0,4.0,electric,manual,11445.0,2017-03-08 00:08:48.000,
49731,49731,10.0,138487.0,33695.0,3.0,5.0,diesel,automatic,1676.0,2017-03-08 00:09:21.600,
49732,49732,18.0,113427.0,34814.0,2.0,5.0,gas,manual,2140.0,2017-03-08 00:09:55.200,
49733,49733,12.0,153861.0,37524.0,4.0,5.0,diesel,automatic,801.0,2017-03-08 00:10:28.800,
49734,49734,7.0,71395.0,26371.0,2.0,3.0,gas,manual,6257.0,2017-03-08 00:11:02.400,
49735,49735,4.0,22340.0,25393.0,1.0,2.0,electric,manual,14590.0,2017-03-08 00:11:36.000,
49736,49736,6.0,67662.0,30531.0,2.0,4.0,gas,manual,7242.0,2017-03-08 00:12:09.600,
49737,49737,9.0,68024.0,28758.0,1.0,4.0,electric,manual,7447.0,2017-03-08 00:12:43.200,
49738,49738,4.0,23707.0,28340.0,1.0,3.0,electric,manual,14387.0,2017-03-08 00:13:16.800,
49739,49739,12.0,152201.0,38841.0,3.0,5.0,diesel,automatic,1260.0,2017-03-08 00:13:50.400,
49740,49740,9.0,88390.0,36336.0,2.0,5.0,diesel,manual,4374.0,2017-03-08 00:14:24.000,
49741,49741,15.0,132369.0,38806.0,4.0,5.0,diesel,automatic,789.0,2017-03-08 00:14:57.600,
49742,49742,10.0,78834.0,35737.0,4.0,3.0,gas,manual,3588.0,2017-03-08 00:15:31.200,
49743,49743,15.0,104822.0,36297.0,4.0,4.0,diesel,automatic,1134.0,2017-03-08 00:16:04.800,
49744,49744,16.0,155595.0,40756.0,5.0,5.0,diesel,automatic,447.0,2017-03-08 00:16:38.400,
49745,49745,20.0,168258.0,38870.0,4.0,5.0,diesel,automatic,309.0,2017-03-08 00:17:12.000,
49746,49746,9.0,71206.0,31385.0,1.0,4.0,gas,manual,7488.0,2017-03-08 00:17:45.600,
49747,49747,1.0,41228.0,27273.0,1.0,3.0,electric,manual,14592.0,2017-03-08 00:18:19.200,
