,Unnamed: 0,car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_pred,timestamp,y_true
6000,6000,5.0,61218.0,28209.0,1.0,2.0,diesel,automatic,8647.0,2017-02-19 00:00:00.000,11211.0
6001,6001,3.0,99744.0,35156.0,1.0,5.0,gas,manual,10510.0,2017-02-19 00:00:33.600,8614.0
6002,6002,2.0,155513.0,27397.0,3.0,4.0,electric,manual,4940.0,2017-02-19 00:01:07.200,4546.0
6003,6003,7.0,161289.0,26662.0,3.0,4.0,gas,manual,2536.0,2017-02-19 00:01:40.800,3815.0
6004,6004,4.0,59106.0,30206.0,1.0,4.0,gas,manual,11564.0,2017-02-19 00:02:14.400,12662.0
6005,6005,12.0,47262.0,31650.0,3.0,2.0,gas,manual,4993.0,2017-02-19 00:02:48.000,3646.0
6006,6006,5.0,154137.0,37535.0,3.0,2.0,gas,manual,5203.0,2017-02-19 00:03:21.600,5474.0
6007,6007,17.0,125604.0,38734.0,5.0,2.0,diesel,manual,1424.0,2017-02-19 00:03:55.200,1143.0
6008,6008,14.0,115906.0,35403.0,3.0,4.0,diesel,manual,1975.0,2017-02-19 00:04:28.800,2954.0
6009,6009,18.0,86400.0,24841.0,2.0,3.0,diesel,manual,1728.0,2017-02-19 00:05:02.400,1855.0
6010,6010,17.0,158374.0,31407.0,3.0,4.0,gas,manual,1389.0,2017-02-19 00:05:36.000,978.0
6011,6011,10.0,96870.0,43184.0,3.0,4.0,gas,manual,5257.0,2017-02-19 00:06:09.600,4635.0
6012,6012,19.0,185747.0,41459.0,2.0,5.0,electric,manual,2002.0,2017-02-19 00:06:43.200,3183.0
6013,6013,5.0,107333.0,31853.0,1.0,5.0,electric,manual,9366.0,2017-02-19 00:07:16.800,7039.0
6014,6014,13.0,165024.0,29608.0,1.0,3.0,diesel,manual,2710.0,2017-02-19 00:07:50.400,2360.0
6015,6015,8.0,28411.0,38059.0,1.0,5.0,gas,manual,12367.0,2017-02-19 00:08:24.000,13462.0
6016,6016,10.0,119908.0,19905.0,3.0,3.0,gas,automatic,1817.0,2017-02-19 00:08:57.600,1157.0
6017,6017,6.0,177006.0,23175.0,2.0,5.0,diesel,manual,2146.0,2017-02-19 00:09:31.200,2791.0
6018,6018,10.0,113491.0,21933.0,1.0,3.0,gas,automatic,3510.0,2017-02-19 00:10:04.800,4163.0
6019,6019,13.0,95326.0,30418.0,2.0,4.0,gas,manual,3413.0,2017-02-19 00:10:38.400,3202.0
6020,6020,17.0,71365.0,18744.0,2.0,4.0,gas,manual,1668.0,2017-02-19 00:11:12.000,2050.0
6021,6021,20.0,150458.0,39778.0,2.0,4.0,gas,automatic,1344.0,2017-02-19 00:11:45.600,924.0
6022,6022,8.0,47859.0,26238.0,1.0,4.0,gas,manual,7920.0,2017-02-19 00:12:19.200,6084.0
6023,6023,18.0,123566.0,34035.0,2.0,3.0,diesel,manual,1688.0,2017-02-19 00:12:52.800,1134.0
6024,6024,6.0,159422.0,34480.0,3.0,5.0,diesel,manual,2683.0,2017-02-19 00:13:26.400,2380.0
6025,6025,5.0,150664.0,29402.0,1.0,4.0,diesel,manual,5323.0,2017-02-19 00:14:00.000,4141.0
6026,6026,15.0,167591.0,28143.0,1.0,4.0,electric,manual,2694.0,2017-02-19 00:14:33.600,2603.0
6027,6027,10.0,130217.0,32673.0,1.0,5.0,gas,manual,4566.0,2017-02-19 00:15:07.200,4627.0
6028,6028,10.0,103239.0,31894.0,2.0,3.0,gas,manual,5042.0,2017-02-19 00:15:40.800,4846.0
6029,6029,13.0,111581.0,38655.0,5.0,4.0,gas,manual,1689.0,2017-02-19 00:16:14.400,1671.0
6030,6030,16.0,70842.0,28239.0,3.0,4.0,diesel,manual,1942.0,2017-02-19 00:16:48.000,1681.0
6031,6031,10.0,103266.0,32218.0,1.0,4.0,gas,automatic,5024.0,2017-02-19 00:17:21.600,3724.0
6032,6032,15.0,83598.0,32975.0,3.0,4.0,electric,manual,3757.0,2017-02-19 00:17:55.200,3024.0
6033,6033,8.0,139613.0,27035.0,2.0,2.0,electric,manual,5159.0,2017-02-19 00:18:28.800,4486.0
6034,6034,19.0,165764.0,17467.0,1.0,5.0,gas,manual,914.0,2017-02-19 00:19:02.400,1142.0
6035,6035,20.0,48308.0,32108.0,3.0,4.0,gas,automatic,2020.0,2017-02-19 00:19:36.000,1613.0
6036,6036,2.0,38534.0,24317.0,1.0,4.0,diesel,manual,11781.0,2017-02-19 00:20:09.600,11607.0
6037,6037,20.0,56769.0,42234.0,4.0,4.0,gas,manual,2015.0,2017-02-19 00:20:43.200,2076.0
6038,6038,9.0,117534.0,28651.0,3.0,5.0,gas,manual,2497.0,2017-02-19 00:21:16.800,2722.0
6039,6039,20.0,86528.0,44787.0,4.0,4.0,diesel,automatic,821.0,2017-02-19 00:21:50.400,547.0
6040,6040,20.0,70310.0,34004.0,3.0,5.0,diesel,manual,1305.0,2017-02-19 00:22:24.000,981.0
6041,6041,17.0,77413.0,31917.0,3.0,4.0,gas,manual,2377.0,2017-02-19 00:22:57.600,2923.0
6042,6042,15.0,40735.0,34625.0,2.0,2.0,diesel,manual,4220.0,2017-02-19 00:23:31.200,5484.0
6043,6043,19.0,65162.0,41917.0,2.0,3.0,gas,automatic,2904.0,2017-02-19 00:24:04.800,2324.0
6044,6044,14.0,146643.0,40516.0,1.0,4.0,gas,manual,3800.0,2017-02-19 00:24:38.400,3476.0
6045,6045,4.0,118365.0,43561.0,1.0,4.0,electric,manual,12826.0,2017-02-19 00:25:12.000,10426.0
6046,6046,2.0,166923.0,25818.0,1.0,4.0,gas,manual,5899.0,2017-02-19 00:25:45.600,4607.0
6047,6047,11.0,111303.0,44495.0,3.0,2.0,gas,automatic,4669.0,2017-02-19 00:26:19.200,5413.0
6048,6048,19.0,8287.0,34652.0,1.0,4.0,diesel,automatic,3488.0,2017-02-19 00:26:52.800,2444.0
6049,6049,8.0,171232.0,37685.0,3.0,5.0,electric,automatic,2813.0,2017-02-19 00:27:26.400,2434.0
6050,6050,6.0,50385.0,27567.0,2.0,5.0,gas,manual,6711.0,2017-02-19 00:28:00.000,5651.0
6051,6051,10.0,90481.0,31221.0,1.0,5.0,diesel,manual,4486.0,2017-02-19 00:28:33.600,5185.0
6052,6052,6.0,131904.0,43647.0,4.0,5.0,diesel,manual,3136.0,2017-02-19 00:29:07.200,4023.0
6053,6053,7.0,5193.0,35472.0,1.0,3.0,gas,manual,15302.0,2017-02-19 00:29:40.800,17765.0
6054,6054,13.0,112627.0,41912.0,1.0,4.0,gas,automatic,4723.0,2017-02-19 00:30:14.400,4870.0
6055,6055,17.0,65736.0,28438.0,2.0,4.0,electric,manual,3316.0,2017-02-19 00:30:48.000,4119.0
6056,6056,8.0,142151.0,25949.0,3.0,4.0,diesel,manual,2065.0,2017-02-19 00:31:21.600,2121.0
6057,6057,13.0,68065.0,37794.0,1.0,3.0,electric,manual,8258.0,2017-02-19 00:31:55.200,10682.0
6058,6058,12.0,176332.0,36711.0,1.0,3.0,gas,automatic,3377.0,2017-02-19 00:32:28.800,3520.0
6059,6059,10.0,164341.0,36183.0,3.0,5.0,electric,automatic,2552.0,2017-02-19 00:33:02.400,3808.0
6060,6060,10.0,99225.0,23782.0,1.0,5.0,gas,manual,3773.0,2017-02-19 00:33:36.000,2908.0
6061,6061,10.0,122434.0,30926.0,1.0,5.0,electric,automatic,4699.0,2017-02-19 00:34:09.600,6108.0
6062,6062,14.0,45031.0,31129.0,4.0,4.0,electric,manual,3433.0,2017-02-19 00:34:43.200,4152.0
6063,6063,9.0,34450.0,36794.0,3.0,4.0,diesel,manual,5526.0,2017-02-19 00:35:16.800,6320.0
6064,6064,15.0,122091.0,26663.0,3.0,4.0,diesel,manual,1363.0,2017-02-19 00:35:50.400,675.0
6065,6065,16.0,158469.0,25409.0,5.0,4.0,gas,manual,750.0,2017-02-19 00:36:24.000,574.0
6066,6066,2.0,33465.0,39224.0,3.0,5.0,gas,manual,11200.0,2017-02-19 00:36:57.600,13197.0
6067,6067,11.0,88718.0,28889.0,1.0,4.0,diesel,automatic,3740.0,2017-02-19 00:37:31.200,3285.0
6068,6068,4.0,50901.0,20287.0,2.0,4.0,diesel,manual,5653.0,2017-02-19 00:38:04.800,4523.0
6069,6069,11.0,115696.0,29340.0,1.0,3.0,gas,automatic,4214.0,2017-02-19 00:38:38.400,5464.0
6070,6070,9.0,97943.0,45054.0,2.0,3.0,gas,manual,7813.0,2017-02-19 00:39:12.000,7040.0
6071,6071,3.0,117414.0,31664.0,1.0,4.0,gas,automatic,8424.0,2017-02-19 00:39:45.600,8200.0
6072,6072,10.0,106690.0,21938.0,3.0,5.0,diesel,manual,1796.0,2017-02-19 00:40:19.200,1629.0
6073,6073,4.0,39366.0,44709.0,5.0,3.0,gas,manual,7424.0,2017-02-19 00:40:52.800,8358.0
6074,6074,13.0,115381.0,47439.0,2.0,5.0,electric,manual,5449.0,2017-02-19 00:41:26.400,3576.0
6075,6075,12.0,115828.0,41069.0,1.0,4.0,diesel,manual,4718.0,2017-02-19 00:42:00.000,3617.0
6076,6076,11.0,165641.0,30980.0,5.0,5.0,electric,automatic,1332.0,2017-02-19 00:42:33.600,1794.0
6077,6077,14.0,133811.0,23328.0,1.0,2.0,gas,manual,2892.0,2017-02-19 00:43:07.200,2567.0
6078,6078,16.0,32042.0,41083.0,2.0,5.0,gas,manual,5009.0,2017-02-19 00:43:40.800,4036.0
6079,6079,8.0,191592.0,28651.0,1.0,4.0,gas,automatic,2758.0,2017-02-19 00:44:14.400,2052.0
6080,6080,14.0,130099.0,32761.0,2.0,5.0,electric,manual,3484.0,2017-02-19 00:44:48.000,2304.0
6081,6081,5.0,47916.0,29155.0,4.0,5.0,gas,manual,5001.0,2017-02-19 00:45:21.600,3268.0
6082,6082,11.0,43797.0,36635.0,3.0,4.0,electric,manual,6581.0,2017-02-19 00:45:55.200,7474.0
6083,6083,10.0,47680.0,27272.0,2.0,4.0,gas,manual,5405.0,2017-02-19 00:46:28.800,5721.0
6084,6084,7.0,35580.0,21572.0,1.0,3.0,gas,automatic,7211.0,2017-02-19 00:47:02.400,7493.0
6085,6085,8.0,170329.0,34944.0,3.0,5.0,diesel,manual,2145.0,2017-02-19 00:47:36.000,1194.0
6086,6086,17.0,165707.0,41082.0,2.0,3.0,electric,manual,3250.0,2017-02-19 00:48:09.600,2781.0
6087,6087,10.0,38397.0,36396.0,2.0,4.0,gas,manual,7644.0,2017-02-19 00:48:43.200,6054.0
6088,6088,6.0,116881.0,43625.0,2.0,4.0,diesel,automatic,5439.0,2017-02-19 00:49:16.800,3844.0
6089,6089,13.0,43005.0,34951.0,3.0,5.0,gas,manual,3783.0,2017-02-19 00:49:50.400,5757.0
6090,6090,8.0,51105.0,25819.0,3.0,3.0,gas,manual,4782.0,2017-02-19 00:50:24.000,4266.0
6091,6091,19.0,124985.0,20307.0,2.0,5.0,diesel,automatic,576.0,2017-02-19 00:50:57.600,469.0
6092,6092,12.0,91334.0,43588.0,1.0,4.0,electric,manual,8329.0,2017-02-19 00:51:31.200,8911.0
6093,6093,11.0,123237.0,31655.0,3.0,4.0,diesel,automatic,1715.0,2017-02-19 00:52:04.800,1156.0
6094,6094,7.0,131252.0,42650.0,3.0,3.0,gas,manual,5578.0,2017-02-19 00:52:38.400,4565.0
6095,6095,14.0,51630.0,29575.0,3.0,3.0,gas,manual,3555.0,2017-02-19 00:53:12.000,3202.0
6096,6096,9.0,91461.0,43554.0,4.0,3.0,diesel,manual,3885.0,2017-02-19 00:53:45.600,2618.0
6097,6097,6.0,116679.0,33778.0,1.0,4.0,gas,manual,7851.0,2017-02-19 00:54:19.200,6230.0
6098,6098,19.0,171683.0,36606.0,1.0,4.0,gas,manual,2075.0,2017-02-19 00:54:52.800,1443.0
6099,6099,11.0,48005.0,34161.0,1.0,5.0,gas,manual,7542.0,2017-02-19 00:55:26.400,9375.0
6100,6100,15.0,35072.0,30474.0,2.0,5.0,gas,manual,3591.0,2017-02-19 00:56:00.000,4425.0
6101,6101,14.0,72989.0,38640.0,3.0,5.0,gas,manual,3234.0,2017-02-19 00:56:33.600,2994.0
6102,6102,13.0,36071.0,41799.0,2.0,4.0,gas,manual,6798.0,2017-02-19 00:57:07.200,7329.0
6103,6103,10.0,140470.0,34426.0,2.0,3.0,diesel,automatic,3011.0,2017-02-19 00:57:40.800,2465.0
6104,6104,5.0,86438.0,38275.0,4.0,4.0,gas,manual,5743.0,2017-02-19 00:58:14.400,7746.0
6105,6105,7.0,83243.0,38578.0,1.0,5.0,gas,automatic,8370.0,2017-02-19 00:58:48.000,7890.0
6106,6106,10.0,66805.0,35764.0,3.0,3.0,gas,automatic,4487.0,2017-02-19 00:59:21.600,5616.0
6107,6107,13.0,172359.0,42671.0,1.0,5.0,diesel,automatic,2003.0,2017-02-19 00:59:55.200,1773.0
6108,6108,10.0,147265.0,41174.0,1.0,5.0,diesel,automatic,3760.0,2017-02-19 01:00:28.800,4904.0
6109,6109,9.0,72407.0,44958.0,3.0,4.0,electric,manual,7305.0,2017-02-19 01:01:02.400,5450.0
6110,6110,7.0,124140.0,26022.0,5.0,4.0,gas,manual,2026.0,2017-02-19 01:01:36.000,2507.0
6111,6111,7.0,30207.0,43668.0,3.0,2.0,gas,manual,10566.0,2017-02-19 01:02:09.600,9220.0
6112,6112,11.0,36194.0,31522.0,4.0,3.0,gas,automatic,3278.0,2017-02-19 01:02:43.200,3486.0
6113,6113,11.0,27115.0,31547.0,3.0,4.0,gas,manual,5125.0,2017-02-19 01:03:16.800,3884.0
6114,6114,14.0,73664.0,31700.0,2.0,5.0,diesel,manual,2882.0,2017-02-19 01:03:50.400,1758.0
6115,6115,1.0,59682.0,22434.0,2.0,4.0,gas,manual,8802.0,2017-02-19 01:04:24.000,8531.0
6116,6116,13.0,35106.0,26467.0,1.0,5.0,gas,manual,5089.0,2017-02-19 01:04:57.600,4222.0
