,Unnamed: 0,car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_pred,timestamp,y_true
21429,21429,3.0,37340.0,40045.0,1.0,4.0,gas,manual,18136.0,2017-02-25 00:00:14.400,
21430,21430,20.0,166725.0,44896.0,1.0,4.0,diesel,automatic,1420.0,2017-02-25 00:00:48.000,
21431,21431,13.0,71995.0,38115.0,3.0,5.0,electric,manual,4496.0,2017-02-25 00:01:21.600,
21432,21432,11.0,37166.0,36217.0,2.0,5.0,electric,manual,7641.0,2017-02-25 00:01:55.200,
21433,21433,11.0,139272.0,22838.0,2.0,5.0,gas,automatic,1764.0,2017-02-25 00:02:28.800,
21434,21434,9.0,164076.0,32501.0,1.0,3.0,electric,manual,5714.0,2017-02-25 00:03:02.400,
21435,21435,11.0,161750.0,20417.0,1.0,5.0,gas,automatic,1834.0,2017-02-25 00:03:36.000,
21436,21436,5.0,93133.0,26759.0,1.0,4.0,gas,manual,7505.0,2017-02-25 00:04:09.600,
21437,21437,3.0,71157.0,39904.0,2.0,4.0,gas,manual,12037.0,2017-02-25 00:04:43.200,
21438,21438,7.0,117900.0,42660.0,1.0,4.0,gas,manual,8862.0,2017-02-25 00:05:16.800,
21439,21439,19.0,98611.0,38865.0,2.0,3.0,diesel,automatic,1886.0,2017-02-25 00:05:50.400,
21440,21440,10.0,30896.0,30035.0,2.0,4.0,diesel,manual,5576.0,2017-02-25 00:06:24.000,
21441,21441,17.0,25760.0,44201.0,2.0,4.0,gas,manual,5562.0,2017-02-25 00:06:57.600,
21442,21442,13.0,147714.0,31655.0,5.0,2.0,gas,manual,1805.0,2017-02-25 00:07:31.200,
21443,21443,11.0,86373.0,20372.0,2.0,3.0,gas,automatic,2721.0,2017-02-25 00:08:04.800,
21444,21444,13.0,73410.0,41584.0,1.0,5.0,diesel,manual,5093.0,2017-02-25 00:08:38.400,
21445,21445,5.0,78875.0,33701.0,4.0,5.0,gas,manual,5004.0,2017-02-25 00:09:12.000,
