,Unnamed: 0,car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_pred,timestamp,y_true
858,858,10.0,168582.0,34146.0,1.0,5.0,gas,manual,3350.0,2017-02-17 00:00:28.800,3006.0
859,859,9.0,7857.0,21680.0,1.0,4.0,electric,automatic,7454.0,2017-02-17 00:01:02.400,7367.0
860,860,6.0,182341.0,28985.0,1.0,5.0,electric,manual,5139.0,2017-02-17 00:01:36.000,3338.0
861,861,7.0,127839.0,32069.0,1.0,3.0,gas,manual,7080.0,2017-02-17 00:02:09.600,6250.0
862,862,7.0,101646.0,29958.0,2.0,2.0,gas,automatic,5803.0,2017-02-17 00:02:43.200,6527.0
863,863,9.0,35472.0,25470.0,2.0,4.0,gas,manual,5893.0,2017-02-17 00:03:16.800,4337.0
864,864,2.0,57041.0,44712.0,3.0,5.0,electric,manual,12520.0,2017-02-17 00:03:50.400,14397.0
865,865,4.0,35335.0,42874.0,2.0,5.0,gas,manual,13718.0,2017-02-17 00:04:24.000,15454.0
866,866,6.0,56401.0,46098.0,1.0,4.0,electric,automatic,16038.0,2017-02-17 00:04:57.600,13374.0
867,867,2.0,74663.0,36213.0,3.0,4.0,diesel,manual,7901.0,2017-02-17 00:05:31.200,7082.0
868,868,1.0,139042.0,31738.0,3.0,3.0,electric,automatic,6557.0,2017-02-17 00:06:04.800,4989.0
869,869,18.0,100381.0,31113.0,1.0,4.0,diesel,automatic,1864.0,2017-02-17 00:06:38.400,1416.0
870,870,12.0,81602.0,28840.0,1.0,4.0,electric,manual,5681.0,2017-02-17 00:07:12.000,4658.0
871,871,6.0,175341.0,23926.0,2.0,4.0,gas,automatic,2377.0,2017-02-17 00:07:45.600,2569.0
872,872,8.0,93006.0,19129.0,1.0,4.0,electric,manual,4762.0,2017-02-17 00:08:19.200,4186.0
873,873,1.0,94171.0,23077.0,2.0,4.0,gas,manual,7005.0,2017-02-17 00:08:52.800,6767.0
874,874,11.0,93486.0,24838.0,1.0,2.0,electric,automatic,5043.0,2017-02-17 00:09:26.400,4107.0
875,875,18.0,101692.0,20167.0,3.0,2.0,gas,manual,1499.0,2017-02-17 00:10:00.000,842.0
876,876,17.0,187644.0,24270.0,2.0,4.0,diesel,manual,851.0,2017-02-17 00:10:33.600,831.0
877,877,9.0,172861.0,25950.0,1.0,5.0,diesel,automatic,1960.0,2017-02-17 00:11:07.200,1415.0
878,878,1.0,119112.0,39734.0,1.0,3.0,diesel,manual,12016.0,2017-02-17 00:11:40.800,11204.0
879,879,3.0,52475.0,30673.0,2.0,4.0,gas,automatic,9454.0,2017-02-17 00:12:14.400,10075.0
880,880,10.0,181322.0,36787.0,1.0,3.0,diesel,manual,3719.0,2017-02-17 00:12:48.000,5487.0
881,881,12.0,123682.0,24431.0,5.0,3.0,gas,manual,1190.0,2017-02-17 00:13:21.600,1103.0
882,882,11.0,62660.0,25689.0,2.0,4.0,diesel,manual,3527.0,2017-02-17 00:13:55.200,2509.0
883,883,12.0,128201.0,29750.0,2.0,4.0,diesel,manual,2572.0,2017-02-17 00:14:28.800,1506.0
884,884,10.0,166377.0,43630.0,3.0,5.0,diesel,manual,2236.0,2017-02-17 00:15:02.400,1919.0
885,885,13.0,143090.0,27925.0,2.0,5.0,diesel,manual,1771.0,2017-02-17 00:15:36.000,1408.0
886,886,10.0,115090.0,30272.0,1.0,5.0,gas,manual,4562.0,2017-02-17 00:16:09.600,6120.0
887,887,16.0,145058.0,20081.0,1.0,5.0,diesel,manual,1170.0,2017-02-17 00:16:43.200,1114.0
888,888,8.0,176453.0,38017.0,1.0,3.0,diesel,manual,4251.0,2017-02-17 00:17:16.800,3844.0
889,889,17.0,154142.0,35169.0,3.0,4.0,electric,manual,2146.0,2017-02-17 00:17:50.400,1172.0
890,890,6.0,39945.0,16875.0,3.0,4.0,gas,manual,3721.0,2017-02-17 00:18:24.000,3731.0
891,891,11.0,183781.0,39702.0,2.0,2.0,gas,automatic,3227.0,2017-02-17 00:18:57.600,2319.0
892,892,7.0,15981.0,45860.0,1.0,4.0,gas,automatic,16043.0,2017-02-17 00:19:31.200,14618.0
893,893,6.0,130840.0,25344.0,1.0,5.0,diesel,automatic,3840.0,2017-02-17 00:20:04.800,2868.0
894,894,5.0,47447.0,29618.0,1.0,3.0,gas,manual,11532.0,2017-02-17 00:20:38.400,12148.0
895,895,1.0,72936.0,26206.0,3.0,4.0,diesel,manual,6374.0,2017-02-17 00:21:12.000,5692.0
896,896,7.0,101440.0,32728.0,1.0,4.0,diesel,manual,6402.0,2017-02-17 00:21:45.600,4875.0
897,897,16.0,127221.0,37963.0,4.0,4.0,gas,manual,1760.0,2017-02-17 00:22:19.200,1339.0
898,898,8.0,135144.0,30441.0,3.0,4.0,gas,manual,3302.0,2017-02-17 00:22:52.800,4470.0
899,899,6.0,73827.0,30582.0,1.0,4.0,diesel,manual,8195.0,2017-02-17 00:23:26.400,7103.0
900,900,3.0,59704.0,27497.0,3.0,3.0,electric,automatic,7971.0,2017-02-17 00:24:00.000,6506.0
901,901,6.0,108854.0,30789.0,2.0,3.0,gas,manual,5955.0,2017-02-17 00:24:33.600,5568.0
902,902,11.0,129949.0,36007.0,1.0,4.0,diesel,automatic,4135.0,2017-02-17 00:25:07.200,4919.0
903,903,1.0,180984.0,37990.0,1.0,4.0,electric,automatic,8859.0,2017-02-17 00:25:40.800,7182.0
904,904,11.0,101533.0,27414.0,4.0,4.0,diesel,automatic,1153.0,2017-02-17 00:26:14.400,919.0
905,905,11.0,83174.0,26521.0,2.0,4.0,gas,manual,3894.0,2017-02-17 00:26:48.000,4803.0
906,906,11.0,83383.0,20442.0,3.0,4.0,electric,manual,2966.0,2017-02-17 00:27:21.600,3301.0
907,907,19.0,2441.0,30884.0,1.0,3.0,gas,manual,5412.0,2017-02-17 00:27:55.200,3711.0
908,908,13.0,169274.0,26785.0,1.0,5.0,electric,manual,2822.0,2017-02-17 00:28:28.800,4144.0
909,909,9.0,86300.0,37319.0,4.0,4.0,diesel,manual,3164.0,2017-02-17 00:29:02.400,4449.0
910,910,9.0,39828.0,38246.0,3.0,5.0,gas,manual,6012.0,2017-02-17 00:29:36.000,6415.0
911,911,6.0,165537.0,24013.0,1.0,4.0,electric,automatic,4032.0,2017-02-17 00:30:09.600,3001.0
912,912,9.0,33209.0,41425.0,1.0,4.0,diesel,automatic,9894.0,2017-02-17 00:30:43.200,9486.0
913,913,14.0,37319.0,33206.0,3.0,4.0,gas,manual,3739.0,2017-02-17 00:31:16.800,2827.0
914,914,13.0,175120.0,21529.0,2.0,3.0,diesel,manual,1320.0,2017-02-17 00:31:50.400,751.0
915,915,10.0,29554.0,26718.0,2.0,5.0,gas,automatic,4952.0,2017-02-17 00:32:24.000,5236.0
916,916,11.0,18885.0,30183.0,3.0,5.0,electric,manual,5655.0,2017-02-17 00:32:57.600,5555.0
917,917,4.0,111929.0,41758.0,4.0,4.0,diesel,manual,4590.0,2017-02-17 00:33:31.200,5233.0
918,918,11.0,188530.0,33831.0,3.0,5.0,gas,manual,1659.0,2017-02-17 00:34:04.800,1846.0
919,919,12.0,111514.0,31810.0,4.0,5.0,gas,manual,1823.0,2017-02-17 00:34:38.400,1657.0
920,920,10.0,142408.0,33181.0,1.0,5.0,diesel,manual,3190.0,2017-02-17 00:35:12.000,2397.0
921,921,6.0,94083.0,32950.0,1.0,4.0,electric,automatic,9129.0,2017-02-17 00:35:45.600,8984.0
922,922,2.0,74553.0,28918.0,1.0,4.0,gas,manual,12006.0,2017-02-17 00:36:19.200,11086.0
923,923,13.0,131752.0,32906.0,2.0,3.0,diesel,manual,2822.0,2017-02-17 00:36:52.800,3051.0
924,924,6.0,173881.0,38303.0,2.0,4.0,diesel,manual,3858.0,2017-02-17 00:37:26.400,4214.0
925,925,3.0,165438.0,18999.0,2.0,5.0,diesel,manual,2330.0,2017-02-17 00:38:00.000,1644.0
926,926,16.0,63105.0,22047.0,2.0,2.0,gas,manual,2807.0,2017-02-17 00:38:33.600,3197.0
927,927,13.0,72235.0,26339.0,5.0,3.0,gas,automatic,1581.0,2017-02-17 00:39:07.200,1742.0
928,928,6.0,47953.0,20049.0,1.0,5.0,diesel,manual,5542.0,2017-02-17 00:39:40.800,7315.0
929,929,12.0,39203.0,26618.0,1.0,5.0,gas,automatic,5024.0,2017-02-17 00:40:14.400,5237.0
930,930,18.0,157907.0,23621.0,1.0,2.0,diesel,manual,1486.0,2017-02-17 00:40:48.000,1088.0
931,931,12.0,101061.0,32779.0,2.0,4.0,diesel,manual,3164.0,2017-02-17 00:41:21.600,4364.0
932,932,6.0,145094.0,21799.0,1.0,5.0,gas,manual,3842.0,2017-02-17 00:41:55.200,3154.0
933,933,10.0,112329.0,29859.0,2.0,3.0,electric,manual,5412.0,2017-02-17 00:42:28.800,5185.0
934,934,10.0,59341.0,42686.0,2.0,4.0,gas,automatic,6914.0,2017-02-17 00:43:02.400,9206.0
935,935,14.0,96574.0,21635.0,2.0,5.0,gas,manual,2137.0,2017-02-17 00:43:36.000,1570.0
936,936,19.0,161827.0,34921.0,2.0,5.0,electric,manual,2179.0,2017-02-17 00:44:09.600,1250.0
937,937,17.0,138462.0,20997.0,2.0,5.0,diesel,manual,859.0,2017-02-17 00:44:43.200,804.0
938,938,13.0,60446.0,22479.0,2.0,3.0,gas,manual,3369.0,2017-02-17 00:45:16.800,4844.0
939,939,8.0,97314.0,34500.0,3.0,4.0,diesel,manual,3881.0,2017-02-17 00:45:50.400,4731.0
940,940,7.0,52542.0,33810.0,4.0,5.0,gas,automatic,3904.0,2017-02-17 00:46:24.000,4190.0
941,941,12.0,74627.0,26502.0,3.0,3.0,gas,automatic,3057.0,2017-02-17 00:46:57.600,3146.0
942,942,16.0,22983.0,27431.0,1.0,2.0,diesel,manual,4862.0,2017-02-17 00:47:31.200,5221.0
943,943,11.0,152447.0,38235.0,1.0,4.0,gas,manual,4565.0,2017-02-17 00:48:04.800,3591.0
944,944,15.0,36050.0,42384.0,2.0,4.0,gas,manual,5401.0,2017-02-17 00:48:38.400,8075.0
945,945,1.0,25411.0,24941.0,2.0,4.0,diesel,manual,10388.0,2017-02-17 00:49:12.000,11701.0
946,946,15.0,106726.0,18640.0,5.0,5.0,gas,manual,798.0,2017-02-17 00:49:45.600,484.0
947,947,2.0,36499.0,32801.0,3.0,5.0,gas,automatic,8928.0,2017-02-17 00:50:19.200,9073.0
948,948,20.0,34835.0,30991.0,2.0,5.0,diesel,manual,1899.0,2017-02-17 00:50:52.800,1299.0
949,949,18.0,162480.0,32024.0,2.0,3.0,diesel,automatic,1158.0,2017-02-17 00:51:26.400,1973.0
950,950,19.0,119701.0,27962.0,2.0,5.0,diesel,automatic,793.0,2017-02-17 00:52:00.000,983.0
951,951,15.0,56848.0,30029.0,3.0,4.0,electric,manual,3704.0,2017-02-17 00:52:33.600,3463.0
952,952,13.0,191386.0,30448.0,3.0,5.0,gas,manual,1269.0,2017-02-17 00:53:07.200,2041.0
953,953,14.0,126783.0,19431.0,1.0,4.0,electric,manual,2565.0,2017-02-17 00:53:40.800,3578.0
954,954,7.0,160836.0,37337.0,3.0,4.0,gas,manual,3564.0,2017-02-17 00:54:14.400,2308.0
955,955,9.0,60546.0,32868.0,1.0,4.0,gas,manual,8275.0,2017-02-17 00:54:48.000,8254.0
956,956,5.0,11817.0,28666.0,1.0,2.0,diesel,manual,12448.0,2017-02-17 00:55:21.600,13730.0
957,957,17.0,181354.0,18764.0,3.0,4.0,diesel,automatic,473.0,2017-02-17 00:55:55.200,224.0
958,958,3.0,36301.0,34068.0,1.0,5.0,diesel,automatic,12937.0,2017-02-17 00:56:28.800,14161.0
959,959,2.0,114365.0,25209.0,5.0,5.0,gas,automatic,2550.0,2017-02-17 00:57:02.400,2736.0
960,960,7.0,194129.0,18312.0,1.0,4.0,diesel,automatic,1827.0,2017-02-17 00:57:36.000,1897.0
961,961,2.0,157164.0,38223.0,1.0,5.0,electric,manual,9928.0,2017-02-17 00:58:09.600,8617.0
962,962,13.0,133544.0,38592.0,4.0,5.0,electric,manual,2671.0,2017-02-17 00:58:43.200,3023.0
963,963,6.0,161508.0,19709.0,2.0,5.0,gas,manual,2395.0,2017-02-17 00:59:16.800,2632.0
964,964,13.0,65735.0,19888.0,1.0,4.0,electric,manual,4079.0,2017-02-17 00:59:50.400,5542.0
965,965,5.0,76283.0,27411.0,1.0,4.0,gas,automatic,8008.0,2017-02-17 01:00:24.000,6429.0
966,966,11.0,99543.0,30837.0,1.0,5.0,diesel,automatic,3452.0,2017-02-17 01:00:57.600,2352.0
967,967,7.0,25384.0,31923.0,1.0,3.0,diesel,manual,11652.0,2017-02-17 01:01:31.200,10036.0
968,968,12.0,111258.0,25025.0,3.0,2.0,diesel,automatic,1814.0,2017-02-17 01:02:04.800,1088.0
969,969,7.0,9378.0,36117.0,1.0,4.0,diesel,manual,13545.0,2017-02-17 01:02:38.400,13033.0
970,970,6.0,144632.0,43329.0,4.0,4.0,diesel,manual,3233.0,2017-02-17 01:03:12.000,2541.0
971,971,10.0,135765.0,34963.0,1.0,2.0,electric,automatic,6434.0,2017-02-17 01:03:45.600,5680.0
972,972,5.0,166414.0,21078.0,1.0,5.0,diesel,manual,3226.0,2017-02-17 01:04:19.200,3901.0
973,973,6.0,23457.0,36946.0,5.0,4.0,gas,manual,5699.0,2017-02-17 01:04:52.800,6024.0
974,974,4.0,178333.0,37052.0,4.0,2.0,diesel,manual,3029.0,2017-02-17 01:05:26.400,2305.0
975,975,10.0,34868.0,27528.0,1.0,5.0,gas,manual,6762.0,2017-02-17 01:06:00.000,7282.0
976,976,13.0,112068.0,40010.0,2.0,5.0,gas,manual,3712.0,2017-02-17 01:06:33.600,3641.0
977,977,19.0,85031.0,42002.0,2.0,4.0,gas,automatic,2447.0,2017-02-17 01:07:07.200,2939.0
978,978,16.0,72676.0,35052.0,1.0,4.0,gas,manual,4763.0,2017-02-17 01:07:40.800,3137.0
979,979,7.0,29434.0,21344.0,4.0,4.0,diesel,automatic,3044.0,2017-02-17 01:08:14.400,3351.0
980,980,11.0,171393.0,21757.0,1.0,3.0,gas,manual,2555.0,2017-02-17 01:08:48.000,1890.0
981,981,8.0,60762.0,20198.0,1.0,4.0,gas,manual,5252.0,2017-02-17 01:09:21.600,5939.0
982,982,8.0,130428.0,33736.0,2.0,5.0,diesel,manual,3554.0,2017-02-17 01:09:55.200,2322.0
983,983,7.0,176363.0,42640.0,1.0,4.0,diesel,manual,5021.0,2017-02-17 01:10:28.800,7477.0
984,984,5.0,80278.0,25380.0,2.0,5.0,gas,automatic,5251.0,2017-02-17 01:11:02.400,5657.0
985,985,5.0,6701.0,22038.0,4.0,5.0,electric,automatic,4496.0,2017-02-17 01:11:36.000,5788.0
986,986,2.0,111853.0,40550.0,1.0,4.0,gas,manual,13276.0,2017-02-17 01:12:09.600,11855.0
987,987,2.0,137612.0,21896.0,3.0,5.0,gas,manual,3399.0,2017-02-17 01:12:43.200,4222.0
988,988,15.0,149407.0,28172.0,1.0,5.0,diesel,manual,1670.0,2017-02-17 01:13:16.800,1805.0
989,989,11.0,17477.0,31451.0,3.0,4.0,diesel,manual,4498.0,2017-02-17 01:13:50.400,3834.0
990,990,13.0,44872.0,33386.0,2.0,5.0,gas,manual,4701.0,2017-02-17 01:14:24.000,4693.0
991,991,9.0,31795.0,18400.0,1.0,5.0,gas,automatic,4770.0,2017-02-17 01:14:57.600,5139.0
992,992,1.0,139152.0,39771.0,1.0,5.0,electric,manual,11494.0,2017-02-17 01:15:31.200,15772.0
993,993,3.0,99584.0,32072.0,1.0,4.0,diesel,automatic,8795.0,2017-02-17 01:16:04.800,10218.0
994,994,17.0,50955.0,17164.0,1.0,3.0,gas,manual,2825.0,2017-02-17 01:16:38.400,1712.0
995,995,16.0,69267.0,34045.0,3.0,4.0,gas,manual,2915.0,2017-02-17 01:17:12.000,1818.0
996,996,9.0,20066.0,31457.0,1.0,4.0,gas,manual,10379.0,2017-02-17 01:17:45.600,9839.0
997,997,17.0,126120.0,28377.0,1.0,3.0,gas,manual,2823.0,2017-02-17 01:18:19.200,4045.0
998,998,10.0,155739.0,32502.0,3.0,5.0,diesel,automatic,1417.0,2017-02-17 01:18:52.800,1079.0
999,999,3.0,59654.0,38468.0,1.0,3.0,diesel,manual,14540.0,2017-02-17 01:19:26.400,13345.0
1000,1000,5.0,85319.0,24440.0,3.0,4.0,gas,automatic,3826.0,2017-02-17 01:20:00.000,4291.0
1001,1001,18.0,158037.0,34918.0,3.0,4.0,diesel,manual,1044.0,2017-02-17 01:20:33.600,1513.0
1002,1002,12.0,97863.0,23190.0,2.0,5.0,gas,manual,2555.0,2017-02-17 01:21:07.200,1760.0
1003,1003,10.0,122864.0,35528.0,1.0,4.0,gas,manual,5574.0,2017-02-17 01:21:40.800,7088.0
1004,1004,3.0,57303.0,21503.0,1.0,4.0,diesel,manual,8424.0,2017-02-17 01:22:14.400,9768.0
1005,1005,18.0,130524.0,44104.0,2.0,5.0,gas,automatic,1812.0,2017-02-17 01:22:48.000,2011.0
1006,1006,1.0,51729.0,36994.0,1.0,5.0,diesel,automatic,14979.0,2017-02-17 01:23:21.600,14365.0
1007,1007,12.0,17659.0,36773.0,3.0,2.0,diesel,manual,5865.0,2017-02-17 01:23:55.200,5536.0
1008,1008,5.0,141878.0,26409.0,1.0,5.0,electric,manual,6132.0,2017-02-17 01:24:28.800,7890.0
1009,1009,8.0,36322.0,25415.0,3.0,3.0,gas,manual,5064.0,2017-02-17 01:25:02.400,5414.0
1010,1010,15.0,78915.0,32264.0,3.0,4.0,diesel,manual,2471.0,2017-02-17 01:25:36.000,1534.0
1011,1011,15.0,25453.0,27314.0,1.0,5.0,diesel,manual,3912.0,2017-02-17 01:26:09.600,4185.0
1012,1012,19.0,157651.0,35458.0,4.0,2.0,gas,manual,1373.0,2017-02-17 01:26:43.200,1204.0
1013,1013,8.0,30620.0,32162.0,1.0,4.0,electric,manual,11506.0,2017-02-17 01:27:16.800,11995.0
1014,1014,19.0,102513.0,38652.0,2.0,4.0,gas,manual,2691.0,2017-02-17 01:27:50.400,2956.0
1015,1015,15.0,46433.0,26639.0,4.0,2.0,electric,manual,3313.0,2017-02-17 01:28:24.000,4674.0
1016,1016,13.0,117877.0,33178.0,2.0,4.0,gas,automatic,2823.0,2017-02-17 01:28:57.600,4139.0
1017,1017,4.0,32242.0,44009.0,3.0,3.0,diesel,manual,10991.0,2017-02-17 01:29:31.200,9676.0
1018,1018,15.0,55186.0,26912.0,3.0,4.0,electric,manual,3489.0,2017-02-17 01:30:04.800,4787.0
